,Global Index,From,To,Time,Distance,Avg Speed,Altitude From,Altitude To,Slope,Slope %,Slope Angle,Bus Stop,Final Stop
838,10776.5,"(51.09569, 11.955829)","(51.108849, 11.955975)",47.1,1464.0,31.0828025477707,249.50897216796875,237.7999420166016,-0.007997971414868278,-0.7997971414868278,-0.007997800884543138,0,0
839,10782.5,"(51.108849, 11.955975)","(51.113763, 11.956051)",17.5,546.9,31.25142857142857,237.7999420166016,229.9764709472656,-0.01430512172122142,-1.430512172122142,-0.01430414605762985,0,0
840,10789.5,"(51.113763, 11.956051)","(51.119463, 11.956635)",20.4,636.5,31.200980392156865,229.9764709472656,226.8421630859375,-0.00492428572086111,-0.492428572086111,-0.004924245919111923,0,0
841,10795.5,"(51.119463, 11.956635)","(51.123809, 11.958323)",16.0,498.4,31.15,226.8421630859375,216.52005004882807,-0.020710499673173018,-2.0710499673173017,-0.020707539352701216,0,0
842,10801.5,"(51.123809, 11.958323)","(51.126533, 11.960112)",10.5,328.0,31.238095238095237,216.52005004882807,215.75511169433597,-0.002332129129549092,-0.2332129129549092,-0.0023321249015478256,0,0
843,10807.5,"(51.126533, 11.960112)","(51.131542, 11.964435)",20.5,634.3,30.941463414634143,215.75511169433597,207.48460388183597,-0.013038795227021914,-1.3038795227021913,-0.013038056393073958,0,0
844,10813.5,"(51.131542, 11.964435)","(51.142362, 11.973974)",44.4,1376.5,31.002252252252255,207.48460388183597,207.5173492431641,2.3788856758536142e-05,0.0023788856758536142,2.3788856754048694e-05,0,0
845,10828.5,"(51.142362, 11.973974)","(51.165179, 11.994049)",93.0,2901.1,31.19462365591398,207.5173492431641,184.4249725341797,-0.007959869259585814,-0.7959869259585814,-0.007959701154814843,0,0
846,10846.5,"(51.165179, 11.994049)","(51.186493, 12.00987)",83.8,2618.9,31.251789976133654,184.4249725341797,179.29391479492188,-0.0019592415667867473,-0.19592415667867474,-0.001959239059859658,0,0
847,10855.5,"(51.186493, 12.00987)","(51.198776, 12.018489)",48.0,1493.8,31.120833333333334,179.29391479492188,164.15615844726562,-0.010133723622744846,-1.0133723622744846,-0.010133376758803997,0,0
848,10863.5,"(51.198776, 12.018489)","(51.208275, 12.02952)",42.0,1309.3,31.173809523809524,164.15615844726562,146.8036346435547,-0.013253283283976887,-1.3253283283976887,-0.013252507388140627,0,0
849,10878.5,"(51.208275, 12.02952)","(51.223867, 12.046229)",67.5,2093.4,31.013333333333335,146.8036346435547,122.42011260986328,-0.011647808366146654,-1.1647808366146655,-0.011647281650711872,0,0
850,10884.5,"(51.223867, 12.046229)","(51.22686, 12.049218)",12.7,393.2,30.960629921259844,122.42011260986328,107.53717803955078,-0.037850800026227115,-3.7850800026227116,-0.037832739482007,0,0
851,10891.5,"(51.22686, 12.049218)","(51.231996, 12.054266)",21.6,671.3,31.0787037037037,107.53717803955078,136.1072235107422,0.04255928120243022,4.255928120243023,0.04253361332411703,0,0
852,10903.5,"(51.231996, 12.054266)","(51.247157, 12.06926)",63.7,1985.5,31.16954474097331,136.1072235107422,127.80987548828124,-0.004178971555004257,-0.4178971555004257,-0.0041789472283468064,0,0
853,10924.5,"(51.247157, 12.06926)","(51.263267, 12.094538)",81.4,2525.0,31.01965601965602,127.80987548828124,125.1943130493164,-0.0010358663124613186,-0.10358663124613186,-0.0010358659419601396,0,0
854,10930.5,"(51.263267, 12.094538)","(51.269303, 12.105312)",32.5,1008.0,31.015384615384615,125.1943130493164,116.26199340820312,-0.00886142821539016,-0.886142821539016,-0.008861196278700002,0,0
855,10941.5,"(51.269303, 12.105312)","(51.277648, 12.117846)",41.1,1279.3,31.126520681265205,116.26199340820312,107.91900634765624,-0.00652152510009137,-0.652152510009137,-0.006521432648333444,0,0
856,10955.5,"(51.277648, 12.117846)","(51.288678, 12.134346)",54.2,1683.8,31.06642066420664,107.91900634765624,115.58609008789062,0.004553440871976713,0.4553440871976713,0.004553409402288002,0,0
857,10968.5,"(51.288678, 12.134346)","(51.302484, 12.151026)",62.1,1927.6,31.0402576489533,115.58609008789062,111.85118865966795,-0.001937591527403336,-0.19375915274033362,-0.00193758910266741,0,0
858,10981.5,"(51.302484, 12.151026)","(51.32067, 12.167403)",74.5,2323.3,31.18523489932886,111.85118865966795,112.89498138427734,0.0004492716070285323,0.044927160702853235,0.0004492715768007969,0,0
