gen,fitness,picos
0,559,1
1,559,0
2,571,0
3,571,0
4,571,0
5,573,0
6,576,0
7,577,0
8,578,0
9,584,0
10,591,0
11,591,0
12,591,0
13,597,0
14,597,0
15,601,0
16,605,0
17,605,0
18,607,0
19,607,0
20,611,0
21,612,0
22,612,0
23,616,0
24,618,0
25,618,0
26,620,0
27,621,0
28,626,0
29,626,0
30,631,0
31,631,0
32,635,0
33,635,0
34,637,0
35,639,0
36,643,0
37,643,0
38,646,0
39,646,0
40,649,0
41,651,0
42,655,0
43,655,0
44,657,0
45,659,0
46,659,0
47,664,0
48,664,0
49,668,0
50,669,0
51,670,0
52,672,0
53,672,0
54,678,0
55,678,0
56,679,0
57,679,0
58,679,0
59,679,0
60,682,0
61,685,0
62,685,0
63,688,0
64,688,0
65,692,0
66,696,0
67,698,0
68,698,0
69,698,0
70,702,0
71,702,0
72,707,0
73,707,0
74,707,0
75,711,0
76,711,0
77,713,0
78,717,0
79,719,0
80,719,0
81,722,0
82,722,0
83,722,0
84,722,0
85,725,0
86,725,0
87,727,0
88,727,0
89,729,0
90,730,0
91,733,0
92,734,0
93,739,0
94,739,0
95,742,0
96,742,0
97,742,0
98,742,0
99,743,0
100,745,0
101,747,0
102,748,0
103,751,0
104,752,0
105,754,0
106,756,0
107,757,0
108,761,0
109,761,0
110,761,0
111,761,0
112,764,0
113,767,0
114,767,0
115,768,0
116,769,0
117,771,0
118,772,0
119,772,0
120,775,0
121,778,0
122,779,0
123,781,0
124,781,0
125,783,0
126,784,0
127,785,0
128,785,0
129,788,0
130,791,0
131,791,0
132,794,0
133,794,0
134,797,0
135,800,0
136,800,0
137,801,0
138,804,0
139,807,0
140,807,0
141,807,0
142,808,0
143,808,0
144,810,0
145,810,0
146,813,0
147,813,0
148,813,0
149,813,0
150,814,0
151,814,0
152,814,0
153,814,0
154,819,0
155,819,0
156,819,0
157,821,0
158,824,0
159,824,0
160,824,0
161,824,0
162,825,0
163,827,0
164,827,0
165,829,0
166,830,0
167,830,0
168,830,0
169,830,0
170,832,0
171,832,0
172,834,0
173,837,0
174,837,0
175,838,0
176,838,0
177,842,0
178,842,0
179,842,0
180,842,0
181,844,0
182,844,0
183,846,0
184,847,0
185,848,0
186,850,0
187,851,0
188,851,0
189,852,0
190,852,0
191,853,0
192,854,0
193,855,0
194,859,0
195,859,0
196,859,0
197,859,0
198,861,0
199,861,0
