gen,fitness,picos
0,557,1
1,560,0
2,560,0
3,563,0
4,565,0
5,568,0
6,570,0
7,573,0
8,577,0
9,581,0
10,581,0
11,585,0
12,588,0
13,590,0
14,596,0
15,602,0
16,602,0
17,602,0
18,608,0
19,608,0
20,608,0
21,612,0
22,615,0
23,615,0
24,624,0
25,624,0
26,626,0
27,626,0
28,626,0
29,627,0
30,636,0
31,636,0
32,636,0
33,636,0
34,641,0
35,641,0
36,645,0
37,647,0
38,648,0
39,648,0
40,650,0
41,650,0
42,652,0
43,655,0
44,662,0
45,662,0
46,664,0
47,664,0
48,666,0
49,669,0
50,669,0
51,672,0
52,672,0
53,676,0
54,676,0
55,680,0
56,680,0
57,682,0
58,683,0
59,684,0
60,684,0
61,687,0
62,689,0
63,689,0
64,690,0
65,694,0
66,696,0
67,700,0
68,701,0
69,701,0
70,703,0
71,703,0
72,709,0
73,709,0
74,714,0
75,714,0
76,714,0
77,714,0
78,720,0
79,720,0
80,720,0
81,720,0
82,721,0
83,722,0
84,724,0
85,726,0
86,727,0
87,727,0
88,728,0
89,728,0
90,734,0
91,738,0
92,738,0
93,738,0
94,739,0
95,743,0
96,743,0
97,745,0
98,746,0
99,749,0
100,749,0
101,751,0
102,753,0
103,753,0
104,754,0
105,754,0
106,756,0
107,759,0
108,759,0
109,762,0
110,766,0
111,768,0
112,768,0
113,768,0
114,769,0
115,772,0
116,772,0
117,772,0
118,774,0
119,779,0
120,779,0
121,780,0
122,780,0
123,780,0
124,784,0
125,784,0
126,784,0
127,787,0
128,788,0
129,788,0
130,791,0
131,791,0
132,792,0
133,795,0
134,795,0
135,797,0
136,797,0
137,799,0
138,805,0
139,805,0
140,805,0
141,806,0
142,806,0
143,809,0
144,811,0
145,811,0
146,814,0
147,814,0
148,814,0
149,814,0
150,816,0
151,816,0
152,816,0
153,818,0
154,819,0
155,819,0
156,823,0
157,823,0
158,825,0
159,825,0
160,826,0
161,827,0
162,827,0
163,829,0
164,830,0
165,830,0
166,830,0
167,830,0
168,831,0
169,832,0
170,832,0
171,833,0
172,836,0
173,836,0
174,836,0
175,839,0
176,839,0
177,840,0
178,845,0
179,845,0
180,846,0
181,846,0
182,846,0
183,847,0
184,847,0
185,849,0
186,852,0
187,853,0
188,853,0
189,854,0
190,854,0
191,857,0
192,857,0
193,857,0
194,860,0
195,861,0
196,861,0
197,862,0
198,865,0
199,865,0
