gen,seed,threads,best_global,picos,fit_best,fit_worst,fit_mean,green_best,green_worst,green_mean,emis_best,emis_worst,emis_mean
0,20000,6,0.501261,,0.501261,0.370591,0.426258,326.5908,248.3911,281.166853,607.812746,657.38647,635.929386
1,20000,6,0.501261,,0.501261,0.381975,0.439933,326.5908,252.4292,288.854759,605.591158,653.194948,630.414498
2,20000,6,0.502339,,0.502339,0.400775,0.452755,330.1873,257.4152,296.497004,605.591158,649.822744,625.534634
3,20000,6,0.510479,,0.510479,0.403716,0.462398,332.1266,270.6966,302.722534,604.385452,646.496302,622.184636
4,20000,6,0.510479,,0.510479,0.426567,0.470782,332.1266,281.0272,307.560238,604.385452,637.05074,618.886985
5,20000,6,0.510479,,0.510479,0.435275,0.479432,332.1266,288.5905,313.131364,604.385452,633.870564,615.873597
6,20000,6,0.510479,,0.510479,0.441567,0.48555,332.1266,292.5011,317.073064,602.437111,632.049252,613.742995
7,20000,6,0.512248,,0.512248,0.441567,0.49269,332.1266,290.5433,321.232815,600.419708,632.049252,610.961214
8,20000,6,0.527131,,0.527131,0.449931,0.49727,339.7126,290.5433,324.331676,596.016479,628.177847,609.465016
9,20000,6,0.534145,,0.534145,0.455908,0.501599,341.7392,304.1113,326.964575,592.277707,628.177847,607.85283
10,20000,6,0.535899,,0.535899,0.490268,0.506896,345.5042,317.884,329.863209,592.277707,615.577971,605.663261
11,20000,6,0.537802,,0.537802,0.490268,0.51133,345.5042,317.884,332.401958,590.889314,615.577971,603.906186
12,20000,6,0.543121,,0.543121,0.490268,0.514817,349.1016,322.7099,334.205168,590.299449,615.577971,602.394515
13,20000,6,0.563079,,0.563079,0.490268,0.518276,363.7805,322.7099,336.183741,584.569014,613.840015,601.022866
14,20000,6,0.563079,,0.563079,0.49093,0.522383,363.7805,320.9875,338.742258,584.569014,613.62271,599.533555
15,20000,6,0.563079,,0.563079,0.492333,0.525607,363.7805,320.2742,340.702344,584.569014,610.597353,598.331924
16,20000,6,0.569077,,0.569077,0.493155,0.530411,367.8142,320.9875,343.800214,582.593486,610.433968,596.660715
17,20000,6,0.569077,,0.569077,0.504167,0.535047,367.8142,331.452,346.965439,582.593486,608.85637,595.166087
18,20000,6,0.569077,,0.569077,0.504726,0.538603,367.8142,329.4213,349.22431,582.593486,607.805658,593.905926
19,20000,6,0.569077,,0.569077,0.509573,0.542241,367.8142,332.2652,351.536305,582.593486,606.644783,592.617799
20,20000,6,0.569711,,0.569711,0.509977,0.544854,368.1616,332.9941,353.159244,582.331904,606.644783,591.666931
21,20000,6,0.569711,,0.569711,0.511274,0.547952,368.1616,332.9941,355.158382,582.331904,605.452206,590.590125
