gen,seed,threads,best_global,picos,fit_best,fit_worst,fit_mean,green_best,green_worst,green_mean,emis_best,emis_worst,emis_mean
235,30000,,0.71166,,0.71166,0.708694,0.709734,453.5743,450.6788,451.904145,528.719561,529.986991,5.289245
236,30000,,0.712682,,0.712682,0.708694,0.709876,453.8309,450.6788,452.012511,528.221285,529.986991,5.289245
237,30000,,0.712682,,0.712682,0.708897,0.70998,454.1107,450.6788,452.125974,528.221285,529.986991,5.289245
238,30000,,0.712682,,0.712682,0.708897,0.710134,454.1564,450.6788,452.236896,528.221285,529.871279,5.289245
239,30000,,0.712682,,0.712682,0.708897,0.710323,454.5889,450.6788,452.367399,528.221285,529.871279,5.287967
240,30000,,0.712682,,0.712682,0.708897,0.710567,454.5889,451.1,452.573792,528.221285,530.016965,5.287967
241,30000,,0.712682,,0.712682,0.708897,0.710716,454.5889,451.1,452.675504,528.221285,529.871279,5.287967
242,30000,,0.712682,,0.712682,0.709342,0.710888,454.5889,451.1888,452.803309,528.221285,529.472738,5.287967
243,30000,,0.712682,,0.712682,0.709342,0.711105,454.5889,451.1888,452.99665,528.221285,529.472738,5.287967
244,30000,,0.71274,,0.71274,0.709342,0.711315,454.5889,451.6262,453.167115,528.024584,529.472738,5.287196
245,30000,,0.71321,,0.71321,0.710218,0.71154,455.9479,452.3206,453.326104,528.024584,529.34821,5.287196
246,30000,,0.71321,,0.71321,0.710218,0.711661,455.9479,452.5215,453.37753,528.024584,529.34821,5.287196
247,30000,,0.71321,,0.71321,0.710218,0.7118,455.9479,452.5215,453.452247,528.024584,529.34821,5.287196
248,30000,,0.713353,,0.713353,0.710218,0.711925,455.9479,452.5215,453.585986,528.024584,529.34821,5.287196
249,30000,,0.713353,,0.713353,0.710218,0.712046,455.9479,452.5215,453.643823,528.024584,529.442571,5.287196
250,30000,,0.71716,,0.71716,0.710995,0.712259,457.7907,452.6103,453.796293,527.382219,529.442571,5.285483
251,30000,,0.71716,,0.71716,0.710995,0.712405,457.7907,452.6103,453.910303,527.382219,529.34821,5.285483
252,30000,,0.71716,,0.71716,0.710995,0.712594,457.7907,452.6103,454.152214,527.382219,529.34821,5.285483
253,30000,,0.71716,,0.71716,0.711017,0.712847,457.7907,452.6103,454.437125,527.382219,529.34821,5.285483
254,30000,,0.71716,,0.71716,0.711017,0.713051,457.7907,452.6103,454.669295,527.382219,529.228279,5.285483
255,30000,,0.71716,,0.71716,0.711625,0.713285,457.7907,453.0885,454.89963,527.382219,529.228279,5.285483
256,30000,,0.71716,,0.71716,0.711625,0.713604,457.7907,453.0885,455.193167,527.382219,529.228279,5.285483
257,30000,,0.71716,,0.71716,0.711625,0.713824,457.7907,453.0885,455.439092,527.382219,529.228279,5.285483
258,30000,,0.71716,,0.71716,0.711625,0.714132,457.7907,453.0885,455.670321,527.382219,529.228279,5.290537
259,30000,,0.71716,,0.71716,0.711625,0.714475,457.7907,453.0885,455.963676,527.382219,529.265474,5.290537
260,30000,,0.71716,,0.71716,0.712392,0.714754,457.7907,453.8309,456.226512,527.382219,529.265474,5.290601
261,30000,,0.71716,,0.71716,0.712696,0.715034,457.7907,453.8309,456.431469,527.382219,529.228279,5.290601
262,30000,,0.71716,,0.71716,0.712704,0.715332,457.7907,453.8309,456.678992,527.382219,529.228279,5.285554
263,30000,,0.71716,,0.71716,0.712704,0.715735,457.7907,453.8309,456.958532,527.382219,528.772995,5.285554
264,30000,,0.717357,,0.717357,0.712809,0.715924,457.7907,453.8309,457.120994,526.722242,528.772995,5.285554
265,30000,,0.717357,,0.717357,0.713375,0.716043,457.7907,455.3658,457.208661,526.722242,528.772995,5.285554
266,30000,,0.717469,,0.717469,0.713375,0.716295,458.0051,455.3658,457.384725,526.722242,528.709549,5.285554
267,30000,,0.717469,,0.717469,0.713375,0.716454,458.0051,455.3658,457.50472,527.228821,528.709549,5.285554
268,30000,,0.717469,,0.717469,0.713983,0.716562,458.0051,455.844,457.567882,527.228821,528.555391,5.285554
269,30000,,0.718286,,0.718286,0.713983,0.71666,458.9013,455.844,457.596482,527.174543,528.555391,5.285554
270,30000,,0.718286,,0.718286,0.713983,0.716802,458.9013,455.844,457.688351,527.174543,528.555391,5.285554
271,30000,,0.718346,,0.718346,0.715478,0.716929,458.9013,457.2501,457.752999,527.174543,528.332096,5.283321
272,30000,,0.718346,,0.718346,0.715478,0.717045,458.9013,457.2501,457.803712,527.174543,528.332096,5.283321
273,30000,,0.718346,,0.718346,0.715478,0.717151,458.9013,457.2501,457.85014,527.127984,528.332096,5.283321
274,30000,,0.718346,,0.718346,0.715698,0.717282,458.9013,457.2501,457.899343,527.127984,528.160413,5.273822
275,30000,,0.718346,,0.718346,0.715698,0.717377,458.9013,457.2501,457.957199,527.127984,528.160413,5.273822
276,30000,,0.718346,,0.718346,0.715698,0.717474,458.9013,457.2501,458.011866,527.035727,528.160413,5.273822
277,30000,,0.718346,,0.718346,0.715698,0.717544,458.9013,457.2501,458.05872,527.010578,528.160413,5.273822
278,30000,,0.718346,,0.718346,0.715698,0.717611,458.9013,457.2501,458.113051,526.910603,528.160413,5.273822
279,30000,,0.718346,,0.718346,0.715698,0.717679,458.9013,457.2501,458.159483,526.910603,528.160413,5.273822
280,30000,,0.719036,,0.719036,0.71716,0.717776,459.3201,457.7907,458.221307,526.864043,527.382219,5.273822
281,30000,,0.719036,,0.719036,0.71716,0.717815,459.3201,457.7907,458.247756,526.864043,527.382219,5.272105
282,30000,,0.719036,,0.719036,0.71716,0.717867,459.3201,457.7907,458.297134,526.864043,527.382219,5.272105
283,30000,,0.719036,,0.719036,0.71716,0.717942,459.3201,457.7907,458.361089,526.864043,527.382219,5.27164
284,30000,,0.719036,,0.719036,0.71738,0.718011,459.3201,457.7907,458.413172,526.864043,527.247733,5.27164
285,30000,,0.719196,,0.719196,0.71738,0.718066,459.3201,457.7907,458.461116,526.818771,527.247733,5.27164
286,30000,,0.719196,,0.719196,0.717416,0.718134,459.3201,457.7907,458.508554,526.818771,527.247733,5.27164
287,30000,,0.719196,,0.719196,0.71744,0.718205,459.3201,457.7907,458.576697,526.818771,527.247733,5.27164
288,30000,,0.719256,,0.719256,0.71744,0.718273,459.3201,457.7907,458.633514,526.772211,527.201174,5.269793
289,30000,,0.719256,,0.719256,0.717636,0.71835,459.3201,457.7907,458.683087,526.772211,527.201174,5.269793
290,30000,,0.719256,,0.719256,0.717636,0.718446,459.3201,457.7907,458.766695,526.772211,527.201174,5.269793
291,30000,,0.719256,,0.719256,0.717676,0.718521,459.3201,457.7907,458.812919,526.772211,527.201174,5.269793
292,30000,,0.719256,,0.719256,0.717676,0.718608,459.3201,457.7907,458.864904,526.772211,527.201174,5.269793
293,30000,,0.719256,,0.719256,0.717676,0.71872,459.3201,457.7907,458.964735,526.772211,527.201174,5.269793
294,30000,,0.719883,,0.719883,0.71807,0.718821,459.8467,458.1427,459.03376,526.604588,527.201174,5.269563
295,30000,,0.719883,,0.719883,0.71807,0.718892,459.8467,458.1427,459.067245,526.604588,527.201174,5.269563
296,30000,,0.719883,,0.719883,0.71807,0.718967,459.8467,458.1427,459.095464,526.458053,527.201174,5.269563
297,30000,,0.719883,,0.719883,0.71807,0.719068,459.8467,458.1427,459.148309,526.347309,527.02949,5.269563
298,30000,,0.719883,,0.719883,0.71807,0.719182,459.8467,458.2144,459.230573,526.347309,527.02949,5.270295
299,30000,,0.719883,,0.719883,0.71807,0.719284,459.8467,458.2144,459.266472,526.347309,527.02949,5.270295
300,30000,,0.719883,,0.719883,0.71807,0.719353,459.8467,458.2144,459.308218,526.347309,527.02949,5.270295
301,30000,,0.720428,,0.720428,0.71807,0.719465,459.8467,458.2144,459.366955,526.2108,527.02949,5.270295
302,30000,,0.720428,,0.720428,0.718566,0.719586,459.8467,458.2144,459.419634,526.2108,527.02949,5.270295
303,30000,,0.720428,,0.720428,0.718566,0.719677,459.8467,458.2144,459.48008,526.2108,527.02949,5.270295
304,30000,,0.720428,,0.720428,0.718615,0.719766,459.8467,458.2144,459.510474,526.2108,526.882956,5.265314
305,30000,,0.720428,,0.720428,0.718615,0.719862,459.8467,458.2144,459.580765,526.2108,526.882956,5.265314
306,30000,,0.720428,,0.720428,0.719057,0.719935,459.8467,458.9013,459.614632,526.2108,526.882956,5.264581
307,30000,,0.720428,,0.720428,0.719111,0.719994,459.8467,458.9013,459.650853,526.195751,526.635702,5.264581
308,30000,,0.720428,,0.720428,0.719601,0.720068,459.8467,459.2533,459.698274,526.195751,526.635702,5.264681
309,30000,,0.720428,,0.720428,0.719601,0.720117,459.8467,459.2533,459.718235,526.195751,526.635702,5.264681
310,30000,,0.720428,,0.720428,0.719601,0.720197,459.8467,459.2533,459.74919,526.195751,526.635702,5.262108
311,30000,,0.720658,,0.720658,0.719801,0.720268,460.087,459.297,459.784525,526.059242,526.635702,5.262108
312,30000,,0.720658,,0.720658,0.719801,0.720313,460.087,459.297,459.802495,526.059242,526.635702,5.262108
313,30000,,0.720658,,0.720658,0.719801,0.720342,460.087,459.297,459.813027,526.059242,526.629366,5.262108
314,30000,,0.720658,,0.720658,0.719891,0.720388,460.087,459.297,459.840836,526.059242,526.629366,5.262108
315,30000,,0.720658,,0.720658,0.719891,0.720414,460.087,459.8236,459.855712,526.059242,526.629366,5.262108
316,30000,,0.720658,,0.720658,0.719891,0.720429,460.087,459.8236,459.859825,526.059242,526.629366,5.262108
317,30000,,0.720658,,0.720658,0.719891,0.720452,460.087,459.8236,459.866341,526.059242,526.629366,5.262108
318,30000,,0.720667,,0.720667,0.719891,0.720464,460.087,459.8236,459.870454,526.059242,526.629366,5.262108
319,30000,,0.721211,,0.721211,0.719891,0.720509,460.3354,459.8236,459.889297,525.824649,526.629366,5.262108
320,30000,,0.721211,,0.721211,0.719891,0.720545,460.3354,459.8236,459.910386,525.824649,526.629366,5.262108
321,30000,,0.721211,,0.721211,0.719891,0.720597,460.3354,459.8236,459.941018,525.824649,526.629366,5.261921
322,30000,,0.721211,,0.721211,0.720053,0.720651,460.3354,459.8236,459.979707,525.824649,526.503219,5.261921
323,30000,,0.721211,,0.721211,0.720053,0.720693,460.3354,459.8236,460.006145,525.824649,526.503219,5.261921
324,30000,,0.722172,,0.722172,0.720428,0.72076,460.9457,459.8236,460.044812,525.587184,526.2108,5.261921
325,30000,,0.722172,,0.722172,0.720428,0.720801,460.9457,459.8236,460.06924,525.587184,526.2108,5.261921
326,30000,,0.722172,,0.722172,0.720428,0.720882,460.9457,459.8236,460.117912,525.587184,526.2108,5.261921
327,30000,,0.722172,,0.722172,0.720428,0.720935,460.9457,459.8236,460.15311,525.587184,526.2108,5.261921
328,30000,,0.722172,,0.722172,0.720428,0.720973,460.9457,459.8236,460.172113,525.587184,526.2108,5.261921
329,30000,,0.722172,,0.722172,0.720658,0.72101,460.9457,459.8236,460.182359,525.582548,526.192146,5.261921
330,30000,,0.722172,,0.722172,0.720658,0.721072,460.9457,459.8236,460.22839,525.582548,526.192146,5.261921
331,30000,,0.722172,,0.722172,0.720658,0.721142,460.9457,459.8236,460.272644,525.452548,526.192146,5.261921
332,30000,,0.722172,,0.722172,0.720658,0.72123,460.9457,459.8236,460.316959,525.452548,526.192146,5.261921
333,30000,,0.722172,,0.722172,0.720667,0.721295,460.9457,459.8236,460.330824,525.452548,526.18581,5.261858
334,30000,,0.722172,,0.722172,0.720667,0.721344,460.9457,459.8236,460.348763,525.452548,526.18581,5.261858
335,30000,,0.722172,,0.722172,0.720667,0.721413,460.9457,460.0639,460.384982,525.452548,526.18581,5.261858
336,30000,,0.722172,,0.722172,0.720667,0.721513,460.9457,460.0639,460.421197,525.452548,526.18581,5.261858
337,30000,,0.722197,,0.722197,0.720667,0.721579,461.9642,460.0639,460.447932,525.452548,526.24972,5.261858
338,30000,,0.722221,,0.722221,0.720667,0.721704,461.9642,460.0639,460.52304,525.254029,526.256057,5.260406
339,30000,,0.722253,,0.722253,0.720833,0.721804,462.2276,460.0639,460.587127,525.254029,526.382625,5.260406
340,30000,,0.722472,,0.722472,0.720833,0.721896,462.2276,460.0639,460.66408,525.254029,526.401279,5.260728
341,30000,,0.722571,,0.722571,0.720971,0.721967,462.2276,460.2654,460.70226,525.254029,526.382625,5.260728
342,30000,,0.724511,,0.724511,0.721275,0.72207,462.2276,460.2654,460.784456,524.565335,526.382625,5.260542
343,30000,,0.724511,,0.724511,0.721275,0.722139,462.2276,460.2654,460.862348,524.565335,526.382625,5.260542
344,30000,,0.725489,,0.725489,0.721275,0.722256,463.7726,460.5057,460.934977,524.565335,526.382625,5.260542
345,30000,,0.725489,,0.725489,0.721275,0.722427,463.7726,460.5057,461.042748,524.565335,526.382625,5.260542
346,30000,,0.725782,,0.725782,0.721707,0.722628,463.7726,460.5057,461.190682,524.565335,526.231066,5.25759
347,30000,,0.725782,,0.725782,0.721966,0.72285,463.7726,460.5057,461.359113,524.291217,526.009274,5.245653
348,30000,,0.725782,,0.725782,0.721966,0.723004,463.7726,460.5057,461.490542,524.291217,525.886026,5.242912
349,30000,,0.725782,,0.725782,0.721966,0.723142,463.7726,460.5057,461.640726,524.291217,525.781017,5.242912
350,30000,,0.72579,,0.72579,0.721966,0.723274,463.7726,460.5057,461.766606,524.291217,525.781017,5.242912
351,30000,,0.726213,,0.726213,0.722018,0.723431,463.8654,460.5057,461.953458,524.291217,525.781017,5.242912
