gen,seed,threads,best_global,picos,fit_best,fit_worst,fit_mean,green_best,green_worst,green_mean,emis_best,emis_worst,emis_mean
0,20000,4,0.501261,,0.501261,0.367559,0.426459,326.5908,248.3911,281.788906,607.812746,662.493504,636.189669
1,20000,4,0.501261,,0.501261,0.383394,0.440892,326.5908,254.1548,290.048853,607.812746,656.428258,630.46725
2,20000,4,0.501261,,0.501261,0.395487,0.451323,326.5908,259.1251,296.081846,607.812746,646.820636,626.373112
3,20000,4,0.501261,,0.501261,0.418577,0.46089,331.5835,274.0053,301.779967,607.812746,641.584873,622.72974
4,20000,4,0.508652,,0.508652,0.428512,0.469186,332.8093,279.2312,307.359077,604.773293,640.516369,619.997017
5,20000,4,0.508652,,0.508652,0.43026,0.477185,332.8093,279.2312,312.353912,604.118429,633.665434,617.105383
6,20000,4,0.509815,,0.509815,0.446011,0.482751,340.5691,290.3723,315.559342,604.773293,631.770606,614.911563
7,20000,4,0.513441,,0.513441,0.454802,0.487734,340.5691,292.5547,318.638059,602.359399,629.327537,613.087838
8,20000,4,0.525313,,0.525313,0.455232,0.491782,340.5691,292.5547,321.313437,597.661334,623.748673,611.723199
9,20000,4,0.530323,,0.530323,0.476525,0.496868,349.0651,303.6224,324.267007,597.661334,621.297325,609.735474
10,20000,4,0.530323,,0.530323,0.477395,0.499763,349.0651,303.6224,325.902546,597.661334,616.602352,608.573153
11,20000,4,0.530323,,0.530323,0.477455,0.503806,349.0651,303.6224,328.706009,597.661334,614.611489,607.298505
12,20000,4,0.539611,,0.539611,0.477455,0.507206,349.6301,303.6224,331.107377,593.391491,614.698929,606.255464
13,20000,4,0.539611,,0.539611,0.481205,0.510944,349.6301,311.6411,333.806579,593.391491,613.889345,605.148111
14,20000,4,0.54135,,0.54135,0.48852,0.516017,352.3872,314.7608,336.93999,592.29989,613.889345,603.291348
15,20000,4,0.562721,,0.562721,0.489743,0.520752,367.7443,314.9753,339.682355,587.504507,611.881309,601.435827
16,20000,4,0.562721,,0.562721,0.492345,0.526051,367.7443,314.9753,342.977423,586.501094,611.881309,599.510144
17,20000,4,0.562721,,0.562721,0.502373,0.529297,367.7443,321.0712,345.06461,586.501094,611.881309,598.376871
18,20000,4,0.562721,,0.562721,0.507338,0.533531,367.7443,327.5307,347.43646,586.501094,607.992705,596.663771
19,20000,4,0.562721,,0.562721,0.511917,0.537672,367.7443,327.5307,350.054578,586.501094,605.239583,595.188817
20,20000,4,0.565071,,0.565071,0.521998,0.542547,368.7946,340.5724,353.146587,586.375158,605.005474,593.457912
21,20000,4,0.572861,,0.572861,0.528404,0.547098,372.5664,341.9417,356.23389,582.826347,597.775935,591.976949
22,20000,4,0.572861,,0.572861,0.528954,0.550593,372.775,341.9417,358.697671,582.826347,597.637619,590.902106
23,20000,4,0.572861,,0.572861,0.534449,0.554379,372.775,344.4282,361.295926,581.198103,597.19258,589.689798
24,20000,4,0.573237,,0.573237,0.535059,0.55755,373.7417,346.6865,363.46698,581.198103,597.901737,588.671528
25,20000,4,0.573237,,0.573237,0.536176,0.561055,373.846,350.7681,365.56002,581.198103,597.19258,587.340035
26,20000,4,0.576211,,0.576211,0.536176,0.564016,375.6904,350.7681,367.460238,580.842745,597.19258,586.303412
27,20000,4,0.579228,,0.579228,0.538717,0.566279,375.6904,351.4196,368.700106,577.866905,595.288431,585.369494
28,20000,4,0.58498,,0.58498,0.544539,0.568563,378.0216,355.0263,370.073603,577.029344,593.163534,584.508683
29,20000,4,0.585638,,0.585638,0.553984,0.570609,378.645,362.3827,371.387823,576.933822,590.726007,583.793309
30,20000,4,0.591566,,0.591566,0.561769,0.572865,382.087,365.1455,372.771955,574.616413,587.745025,582.960643
31,20000,4,0.591566,,0.591566,0.561769,0.575004,382.087,366.8942,374.01889,574.616413,587.745025,582.127836
32,20000,4,0.595821,,0.595821,0.568249,0.577209,384.2455,367.5235,375.336661,572.74404,586.586179,581.290857
33,20000,4,0.595821,,0.595821,0.569127,0.578976,384.2455,367.5235,376.379088,572.74404,585.86494,580.611392
34,20000,4,0.6072,,0.6072,0.569127,0.581681,396.8897,367.5235,377.882696,568.611446,585.043862,579.50898
35,20000,4,0.611175,,0.611175,0.569127,0.58465,396.8897,371.2933,379.810003,566.517708,585.043862,578.485148
36,20000,4,0.611225,,0.611225,0.572699,0.58713,396.8897,371.2933,381.177667,566.517708,584.123134,577.466666
37,20000,4,0.614386,,0.614386,0.572699,0.590055,396.8897,374.0313,382.757001,566.048594,584.123134,576.243794
38,20000,4,0.614386,,0.614386,0.575833,0.592621,396.8897,374.6684,384.119441,566.048594,582.802309,575.155607
39,20000,4,0.614386,,0.614386,0.577382,0.595243,396.8897,376.8918,385.536078,565.763446,582.802309,574.059618
40,20000,4,0.615086,,0.615086,0.579678,0.599034,397.9085,376.8918,387.552082,565.763446,581.646013,572.453179
41,20000,4,0.618122,,0.618122,0.582334,0.602137,400.3348,378.9404,389.425087,565.763446,580.590152,571.287795
42,20000,4,0.618122,,0.618122,0.585694,0.604994,400.3348,379.6673,391.247016,565.763446,578.132868,570.280874
43,20000,4,0.618122,,0.618122,0.593428,0.607223,402.4596,382.9365,392.7354,565.654704,575.005857,569.538998
44,20000,4,0.618122,,0.618122,0.593428,0.608902,402.4596,382.9365,393.942441,565.493084,573.732737,569.038494
45,20000,4,0.620936,,0.620936,0.596971,0.610511,402.4596,385.3096,394.944223,564.164104,573.152804,568.454697
46,20000,4,0.620936,,0.620936,0.600217,0.611918,402.4596,386.5485,395.919038,564.164104,573.152804,568.010851
47,20000,4,0.620936,,0.620936,0.600577,0.613238,404.5044,386.5485,397.037622,564.157365,571.707423,567.730771
48,20000,4,0.622691,,0.622691,0.608791,0.614623,404.5044,391.7883,397.959468,564.157365,571.402156,567.26764
49,20000,4,0.622691,,0.622691,0.609328,0.615404,404.5044,392.0382,398.582178,562.759256,571.402156,567.075693
50,20000,4,0.623634,,0.623634,0.609328,0.61654,405.0723,392.1756,399.336722,562.078468,571.402156,566.695639
51,20000,4,0.623882,,0.623882,0.609328,0.617904,405.0723,392.9351,400.109065,562.047281,571.361562,566.148982
52,20000,4,0.623882,,0.623882,0.611323,0.618864,406.7501,394.8195,400.670421,562.047281,570.278682,565.776291
53,20000,4,0.62569,,0.62569,0.612746,0.619789,406.7501,395.6614,401.409301,562.047281,570.127201,565.550128
54,20000,4,0.626579,,0.626579,0.612838,0.621029,406.7501,397.697,401.920389,562.047281,570.127201,564.925629
55,20000,4,0.626579,,0.626579,0.614484,0.621967,406.7501,398.2176,402.311463,562.047281,570.127201,564.455916
56,20000,4,0.628132,,0.628132,0.614484,0.622922,405.7372,398.2176,402.75097,561.842894,570.127201,564.00572
57,20000,4,0.628389,,0.628389,0.618956,0.623888,406.8021,398.7516,403.229106,561.573261,566.661509,563.572319
58,20000,4,0.629941,,0.629941,0.620384,0.624732,408.6552,398.7516,403.780148,560.918567,566.279926,563.283419
59,20000,4,0.629941,,0.629941,0.622207,0.625654,408.6552,400.0594,404.367042,559.552104,566.279926,562.957862
60,20000,4,0.631965,,0.631965,0.622794,0.626776,408.6552,400.8974,404.966053,559.552104,564.864487,562.483448
61,20000,4,0.631965,,0.631965,0.623809,0.627666,408.8219,401.4715,405.419603,559.552104,564.864487,562.09339
62,20000,4,0.631965,,0.631965,0.624372,0.628133,408.8219,401.4715,405.703486,559.552104,564.864487,561.919546
63,20000,4,0.633291,,0.633291,0.624372,0.628917,408.8242,401.4715,406.230585,559.552104,564.864487,561.661229
64,20000,4,0.637155,,0.637155,0.624372,0.629608,409.621,402.074,406.639096,557.507331,564.864487,561.396207
65,20000,4,0.637155,,0.637155,0.626591,0.630343,410.2791,404.2168,407.007247,557.152881,564.864487,561.069464
66,20000,4,0.638331,,0.638331,0.627908,0.631285,410.999,404.2168,407.470296,557.152881,562.903367,560.644466
67,20000,4,0.639035,,0.639035,0.627908,0.632363,412.3104,404.2168,408.00291,555.479214,562.483264,560.160959
68,20000,4,0.640414,,0.640414,0.62828,0.633389,412.9485,404.5334,408.505377,555.479214,562.483264,559.697659
69,20000,4,0.640414,,0.640414,0.62983,0.634457,412.9485,404.5217,408.962109,554.82719,562.080591,559.170569
70,20000,4,0.640657,,0.640657,0.630187,0.635219,412.9485,405.4606,409.222197,554.82719,560.909807,558.749914
71,20000,4,0.644069,,0.644069,0.630187,0.636526,412.9485,405.4606,409.732338,552.79928,560.909807,558.072373
72,20000,4,0.644494,,0.644494,0.631516,0.637457,413.411,405.0062,410.112992,552.79928,560.866566,557.601694
73,20000,4,0.644494,,0.644494,0.633539,0.638143,413.411,405.0062,410.29698,552.79928,560.557383,557.18953
74,20000,4,0.645252,,0.645252,0.633539,0.639152,415.1889,405.0062,410.738464,552.79928,560.073851,556.698866
75,20000,4,0.64785,,0.64785,0.635479,0.640137,415.1889,405.7166,411.179947,552.786372,560.073851,556.226291
76,20000,4,0.64785,,0.64785,0.636378,0.641075,415.1889,405.7166,411.692296,552.391745,558.520299,555.837563
77,20000,4,0.64785,,0.64785,0.636378,0.642277,415.1889,407.7155,412.390005,552.391745,558.762857,555.36805
78,20000,4,0.648096,,0.648096,0.637708,0.643236,416.846,407.7155,412.75177,552.391745,557.975956,554.861832
79,20000,4,0.65136,,0.65136,0.639009,0.644102,418.573,408.5127,413.194891,552.235137,557.639373,554.483497
80,20000,4,0.651579,,0.651579,0.639009,0.645009,419.9959,408.7522,413.745782,551.625507,556.66083,554.14522
81,20000,4,0.653435,,0.653435,0.639994,0.645868,419.9959,408.5127,414.255568,551.144774,556.66083,553.816857
82,20000,4,0.653435,,0.653435,0.639994,0.646689,419.9959,409.5676,414.889618,551.144774,556.66083,553.601394
83,20000,4,0.659098,,0.659098,0.640579,0.648066,425.1131,409.5826,415.792191,548.897627,556.66083,553.132199
84,20000,4,0.659098,,0.659098,0.640579,0.649112,425.1131,410.278,416.44329,548.897627,556.66083,552.752821
