gen,seed,threads,best_global,picos,fit_best,fit_worst,fit_mean,green_best,green_worst,green_mean,emis_best,emis_worst,emis_mean
0,62500,8,0.519229,0,0.519229,0.370604,0.434637,329.0758,246.3898,286.030909,590.100019,667.269904,632.653439
1,62500,8,0.519229,1,0.519229,0.396708,0.450629,329.0758,260.4558,294.907165,590.100019,648.306709,626.12729
2,62500,8,0.519229,6,0.519229,0.412757,0.460836,329.0758,272.8748,300.13039,590.100019,642.102846,621.666185
3,62500,8,0.519229,8,0.517095,0.42802,0.469648,329.0758,281.824,305.052141,595.068805,637.029052,618.090729
4,62500,8,0.519229,10,0.517169,0.437991,0.476451,331.1932,284.8405,308.40831,595.068805,637.029052,615.033464
5,62500,8,0.519229,9,0.517169,0.442432,0.482927,331.5453,284.8405,312.59475,595.068805,634.780399,612.78755
6,62500,8,0.532787,8,0.532787,0.446784,0.491535,337.4296,287.7681,317.459799,590.538518,627.484001,609.333534
7,62500,8,0.53456,8,0.53456,0.463488,0.497241,340.9967,299.1742,320.28817,590.538518,621.151235,606.777798
8,62500,8,0.53456,9,0.53456,0.461646,0.502077,342.9189,293.6367,322.920295,590.538518,621.151235,604.769816
9,62500,8,0.548648,8,0.548648,0.478482,0.508096,351.8156,306.0524,327.005427,586.031187,617.774825,602.812835
10,62500,8,0.548648,9,0.548648,0.479805,0.512963,351.8156,307.5652,330.00067,585.923263,617.774825,601.023015
11,62500,8,0.555961,10,0.555961,0.482282,0.517578,355.2723,308.8685,332.914548,584.41912,614.248034,599.376344
12,62500,8,0.555961,9,0.555961,0.486515,0.522211,355.2723,316.6878,335.615385,584.41912,612.731801,597.572414
13,62500,8,0.555961,8,0.555961,0.492736,0.525778,355.2723,320.447,337.803787,584.41912,612.389458,596.2569
14,62500,8,0.563814,8,0.563814,0.441515,0.528835,359.2837,291.0966,339.560922,579.836453,630.683012,595.049385
15,62500,8,0.563814,11,0.563814,0.477012,0.532913,359.2837,313.6214,341.59097,579.836453,618.089194,593.228913
16,62500,8,0.563814,9,0.563814,0.500233,0.537695,360.4107,325.2827,343.873296,579.836453,607.867321,591.028841
17,62500,8,0.569278,12,0.569278,0.500233,0.540978,360.7807,325.2827,345.008932,577.386224,607.791189,589.228447
18,62500,8,0.569278,12,0.568048,0.452429,0.543654,363.8626,302.0293,346.394224,576.675594,629.495983,588.069966
19,62500,8,0.569278,10,0.568588,0.508522,0.546654,363.8626,325.3469,348.1622,578.977826,603.965863,586.914216
20,62500,8,0.57446,11,0.57446,0.508067,0.551039,365.4784,328.4082,350.875214,576.675594,603.824806,585.312096
21,62500,8,0.584007,9,0.584007,0.510864,0.55381,372.1402,329.1697,352.516961,572.57297,603.140067,584.250696
22,62500,8,0.585598,10,0.585598,0.510864,0.557259,372.7455,329.1697,354.390395,572.57297,602.677948,582.816324
23,62500,8,0.593941,7,0.593941,0.515737,0.560596,379.6475,330.2454,356.281556,571.129199,600.956118,581.480579
24,62500,8,0.593941,10,0.592192,0.522573,0.564061,378.9308,333.0303,358.170476,572.013162,595.562122,580.043339
25,62500,8,0.593941,12,0.592192,0.52214,0.566666,378.9308,332.6136,359.668016,572.013162,595.616399,579.015345
26,62500,8,0.593941,14,0.592192,0.507378,0.568657,378.9308,321.0444,361.126547,572.013162,599.377913,578.439461
27,62500,8,0.603194,11,0.603194,0.53135,0.571797,383.2612,334.3504,363.106978,566.333168,589.596599,577.317654
28,62500,8,0.603194,9,0.603194,0.538967,0.575164,383.5197,342.8136,365.166196,566.333168,589.326533,576.071104
29,62500,8,0.608784,11,0.608784,0.542423,0.578139,389.2747,345.5342,366.917439,566.002756,588.453548,574.924229
30,62500,8,0.611472,22,0.611472,0.532088,0.581087,388.8815,337.8766,368.713635,563.642705,591.383797,573.828428
31,62500,8,0.611472,22,0.611472,0.546996,0.583909,388.8815,346.7938,370.617163,563.642705,585.730889,572.902406
32,62500,8,0.611472,25,0.611472,0.560495,0.588134,388.8815,355.5614,373.23216,563.642705,582.50252,571.359178
33,62500,8,0.611472,25,0.611472,0.56033,0.590514,388.8815,355.5614,374.763417,563.642705,582.614921,570.529452
34,62500,8,0.614634,23,0.614634,0.55884,0.593107,390.2865,354.8466,376.477353,561.738921,582.367989,569.655025
35,62500,8,0.617494,32,0.617494,0.557259,0.595428,390.2865,354.8466,378.073649,559.750197,584.223934,568.914794
36,62500,8,0.617494,24,0.617494,0.566603,0.598477,390.2865,360.4895,380.163257,559.750197,580.574347,567.936363
37,62500,8,0.617494,29,0.617494,0.57434,0.599848,391.5541,362.3165,380.941983,559.750197,576.318583,567.389055
38,62500,8,0.617494,28,0.617494,0.574687,0.603104,392.6716,361.2755,383.068928,559.750197,575.111822,566.274415
39,62500,8,0.620108,22,0.620108,0.57014,0.605409,391.5541,359.6407,384.576878,558.036667,580.314556,565.487254
40,62500,8,0.620108,29,0.620108,0.581342,0.607331,391.8949,367.3509,385.705569,558.036667,575.657798,564.744291
41,62500,8,0.621972,31,0.621972,0.547927,0.607967,394.7442,354.149,386.055999,558.036667,589.933289,564.482884
