gen,fitness,picos
0,557,1
1,558,0
2,559,0
3,563,0
4,565,0
5,569,0
6,574,0
7,574,0
8,575,0
9,579,0
10,583,0
11,589,0
12,589,0
13,589,0
14,591,0
15,594,0
16,597,0
17,601,0
18,602,0
19,602,0
20,609,0
21,609,0
22,614,0
23,614,0
24,617,0
25,622,0
26,622,0
27,622,0
28,623,0
29,625,0
30,628,0
31,628,0
32,629,0
33,635,0
34,635,0
35,637,0
36,642,0
37,649,0
38,649,0
39,649,0
40,652,0
41,652,0
42,652,0
43,657,0
44,657,0
45,661,0
46,667,0
47,667,0
48,669,0
49,670,0
50,673,0
51,677,0
52,678,0
53,678,0
54,681,0
55,682,0
56,682,0
57,683,0
58,683,0
59,686,0
60,686,0
61,692,0
62,692,0
63,694,0
64,694,0
65,700,0
66,700,0
67,702,0
68,702,0
69,709,0
70,709,0
71,709,0
72,709,0
73,711,0
74,714,0
75,715,0
76,715,0
77,720,0
78,720,0
79,720,0
80,724,0
81,724,0
82,728,0
83,728,0
84,728,0
85,731,0
86,732,0
87,734,0
88,734,0
89,734,0
90,736,0
91,739,0
92,740,0
93,740,0
94,742,0
95,744,0
96,747,0
97,750,0
98,750,0
99,750,0
100,750,0
101,750,0
102,753,0
103,754,0
104,754,0
105,757,0
106,757,0
107,764,0
108,764,0
109,764,0
110,765,0
111,769,0
112,769,0
113,769,0
114,769,0
115,772,0
116,772,0
117,773,0
118,774,0
119,774,0
120,778,0
121,778,0
122,781,0
123,781,0
124,783,0
125,783,0
126,784,0
127,787,0
128,787,0
129,787,0
130,788,0
131,792,0
132,792,0
133,794,0
134,797,0
135,797,0
136,801,0
137,801,0
138,801,0
139,802,0
140,804,0
141,804,0
142,805,0
143,806,0
144,808,0
145,808,0
146,812,0
147,812,0
148,815,0
149,815,0
150,815,0
151,815,0
152,818,0
153,818,0
154,819,0
155,821,0
156,823,0
157,823,0
158,823,0
159,825,0
160,825,0
161,829,0
162,829,0
163,831,0
164,831,0
165,831,0
166,831,0
167,831,0
168,834,0
169,836,0
170,837,0
171,839,0
172,839,0
173,839,0
174,840,0
175,840,0
176,841,0
177,844,0
178,845,0
179,846,0
180,847,0
181,852,0
182,852,0
183,852,0
184,852,0
185,856,0
186,856,0
187,856,0
188,856,0
189,858,0
190,858,0
191,858,0
192,861,0
193,863,0
194,863,0
195,863,0
196,863,0
197,867,0
198,867,0
199,867,0
