gen,fitness,picos
0,556,1
1,560,0
2,562,0
3,562,0
4,569,0
5,569,0
6,572,0
7,576,0
8,580,0
9,584,0
10,584,0
11,588,0
12,591,0
13,591,0
14,595,0
15,599,0
16,603,0
17,603,0
18,603,0
19,607,0
20,607,0
21,618,0
22,618,0
23,618,0
24,619,0
25,619,0
26,619,0
27,625,0
28,631,0
29,631,0
30,631,0
31,631,0
32,634,0
33,634,0
34,634,0
35,639,0
36,639,0
37,640,0
38,642,0
39,648,0
40,648,0
41,648,0
42,650,0
43,650,0
44,653,0
45,655,0
46,655,0
47,657,0
48,661,0
49,662,0
50,664,0
51,665,0
52,672,0
53,672,0
54,672,0
55,672,0
56,676,0
57,677,0
58,681,0
59,681,0
60,684,0
61,686,0
62,689,0
63,689,0
64,692,0
65,700,0
66,700,0
67,702,0
68,702,0
69,706,0
70,706,0
71,706,0
72,707,0
73,707,0
74,707,0
75,709,0
76,713,0
77,714,0
78,714,0
79,716,0
80,716,0
81,716,0
82,720,0
83,721,0
84,722,0
85,723,0
86,729,0
87,729,0
88,730,0
89,734,0
90,734,0
91,740,0
92,740,0
93,743,0
94,743,0
95,743,0
96,743,0
97,748,0
98,748,0
99,748,0
100,748,0
101,749,0
102,753,0
103,754,0
104,754,0
105,754,0
106,764,0
107,764,0
108,764,0
109,764,0
110,765,0
111,766,0
112,766,0
113,766,0
114,770,0
115,770,0
116,770,0
117,770,0
118,770,0
119,771,0
120,773,0
121,774,0
122,775,0
123,777,0
124,779,0
125,779,0
126,781,0
127,781,0
128,782,0
129,785,0
130,785,0
131,785,0
132,789,0
133,789,0
134,789,0
135,794,0
136,798,0
137,798,0
138,798,0
139,798,0
140,799,0
141,801,0
142,802,0
143,802,0
144,802,0
145,803,0
146,804,0
147,804,0
148,806,0
149,809,0
150,809,0
151,809,0
152,811,0
153,813,0
154,815,0
155,815,0
156,815,0
157,819,0
158,821,0
159,821,0
160,821,0
161,821,0
162,824,0
163,824,0
164,824,0
165,825,0
166,825,0
167,826,0
168,827,0
169,829,0
170,831,0
171,831,0
172,832,0
173,832,0
174,834,0
175,834,0
176,836,0
177,836,0
178,839,0
179,839,0
180,840,0
181,842,0
182,842,0
183,847,0
184,847,0
185,847,0
186,853,0
187,853,0
188,853,0
189,853,0
190,853,0
191,853,0
192,855,0
193,855,0
194,856,0
195,856,0
196,856,0
197,856,0
198,858,0
199,859,0
