suite,variant,kind,threads,run_id,seed,wall_time_s,energy_j,avg_power_w,final_best_global,return_code
perf,onemax_elite_hibr,hybrid,4,24,20000,1.598534,23.945007,14.979350,3155.000000,0
perf,onemax_elite_hibr,hybrid,4,25,20000,1.467824,21.996648,14.985890,3142.000000,0
perf,onemax_elite_hibr,hybrid,6,1,20000,8.225040,122.041131,14.837756,3141.000000,0
perf,onemax_elite_hibr,hybrid,6,2,20000,7.623503,114.343763,14.998848,3149.000000,0
perf,onemax_elite_hibr,hybrid,6,3,20000,8.324162,124.672288,14.977157,3153.000000,0
perf,onemax_elite_hibr,hybrid,6,4,20000,9.786517,146.311332,14.950297,3164.000000,0
perf,onemax_elite_hibr,hybrid,6,5,20000,9.833848,148.010912,15.051169,3157.000000,0
perf,onemax_elite_hibr,hybrid,6,6,20000,6.368870,95.240723,14.954101,3142.000000,0
perf,onemax_elite_hibr,hybrid,6,7,20000,7.489880,112.093646,14.966013,3167.000000,0
perf,onemax_elite_hibr,hybrid,6,8,20000,6.563243,98.400016,14.992590,3132.000000,0
perf,onemax_elite_hibr,hybrid,6,9,20000,12.167465,182.265769,14.979766,3137.000000,0
perf,onemax_elite_hibr,hybrid,6,10,20000,8.541892,128.627784,15.058465,3148.000000,0
perf,onemax_elite_hibr,hybrid,6,11,20000,6.532958,97.551996,14.932286,3142.000000,0
perf,onemax_elite_hibr,hybrid,6,12,20000,9.482739,142.536928,15.031198,3141.000000,0
perf,onemax_elite_hibr,hybrid,6,13,20000,17.675498,264.681818,14.974504,3151.000000,0
perf,onemax_elite_hibr,hybrid,6,14,20000,16.058374,240.415156,14.971326,3171.000000,0
perf,onemax_elite_hibr,hybrid,6,15,20000,10.958076,165.179570,15.073775,3163.000000,0
perf,onemax_elite_hibr,hybrid,6,16,20000,15.546133,233.297072,15.006759,3169.000000,0
perf,onemax_elite_hibr,hybrid,6,17,20000,13.361327,200.043983,14.971865,3162.000000,0
perf,onemax_elite_hibr,hybrid,6,18,20000,7.197745,108.212247,15.034188,3140.000000,0
perf,onemax_elite_hibr,hybrid,6,19,20000,9.104566,136.245013,14.964471,3160.000000,0
perf,onemax_elite_hibr,hybrid,6,20,20000,7.941209,119.112915,14.999344,3159.000000,0
perf,onemax_elite_hibr,hybrid,6,21,20000,7.794570,116.141853,14.900355,3163.000000,0
perf,onemax_elite_hibr,hybrid,6,22,20000,12.391910,186.537730,15.053186,3175.000000,0
perf,onemax_elite_hibr,hybrid,6,23,20000,7.933799,118.879334,14.983910,3158.000000,0
perf,onemax_elite_hibr,hybrid,6,24,20000,9.700090,144.678524,14.915173,3166.000000,0
perf,onemax_elite_hibr,hybrid,6,25,20000,4.496531,68.241524,15.176481,3165.000000,0
perf,onemax_elite_hibr,hybrid,8,1,20000,37.228271,556.982766,14.961285,3167.000000,0
perf,onemax_elite_hibr,hybrid,8,2,20000,46.180580,693.221370,15.011102,3165.000000,0
perf,onemax_elite_hibr,hybrid,8,3,20000,44.221972,663.335460,15.000133,3138.000000,0
perf,onemax_elite_hibr,hybrid,8,4,20000,43.618998,654.543552,15.005928,3140.000000,0
perf,onemax_elite_hibr,hybrid,8,5,20000,39.786830,596.523193,14.992981,3150.000000,0
perf,onemax_elite_hibr,hybrid,8,6,20000,43.746544,656.029388,14.996142,3167.000000,0
perf,onemax_elite_hibr,hybrid,8,7,20000,48.081854,721.089035,14.997114,3176.000000,0
perf,onemax_elite_hibr,hybrid,8,8,20000,35.864643,536.677337,14.963967,3153.000000,0
perf,onemax_elite_hibr,hybrid,8,9,20000,47.367835,711.390269,15.018425,3140.000000,0
perf,onemax_elite_hibr,hybrid,8,10,20000,47.482675,712.040597,14.995798,3173.000000,0
perf,onemax_elite_hibr,hybrid,8,11,20000,36.445046,546.859317,15.005038,3157.000000,0
perf,onemax_elite_hibr,hybrid,8,12,20000,46.226476,692.606076,14.982887,3159.000000,0
perf,onemax_elite_hibr,hybrid,8,13,20000,40.550479,605.777990,14.938862,3135.000000,0
perf,onemax_elite_hibr,hybrid,8,14,20000,34.488108,520.621043,15.095669,3148.000000,0
perf,onemax_elite_hibr,hybrid,8,15,20000,42.108611,630.493259,14.973024,3170.000000,0
perf,onemax_elite_hibr,hybrid,8,16,20000,39.735034,596.855223,15.020881,3159.000000,0
perf,onemax_elite_hibr,hybrid,8,17,20000,42.301363,633.349026,14.972308,3130.000000,0
perf,onemax_elite_hibr,hybrid,8,18,20000,41.949193,629.328284,15.002155,3170.000000,0
perf,onemax_elite_hibr,hybrid,8,19,20000,45.827231,687.036083,14.991874,3173.000000,0
perf,onemax_elite_hibr,hybrid,8,20,20000,44.055403,661.174638,15.007799,3155.000000,0
perf,onemax_elite_hibr,hybrid,8,21,20000,49.060351,735.803658,14.997929,3153.000000,0
perf,onemax_elite_hibr,hybrid,8,22,20000,46.848441,702.727510,15.000019,3159.000000,0
perf,onemax_elite_hibr,hybrid,8,23,20000,39.612719,593.564276,14.984184,3172.000000,0
perf,onemax_elite_hibr,hybrid,8,24,20000,38.032609,570.550786,15.001621,3157.000000,0
perf,onemax_elite_hibr,hybrid,8,25,20000,45.632168,684.664690,15.003992,3147.000000,0
perf,onemax_elite_hibr,hybrid,12,1,20000,87.652502,1314.567741,14.997492,3167.000000,0
perf,onemax_elite_hibr,hybrid,12,2,20000,89.178879,1337.235285,14.994977,3160.000000,0
perf,onemax_elite_hibr,hybrid,12,3,20000,87.324340,1310.381106,15.005909,3147.000000,0
perf,onemax_elite_hibr,hybrid,12,4,20000,87.196060,1306.991832,14.989116,3171.000000,0
perf,onemax_elite_hibr,hybrid,12,5,20000,86.750772,1430.588562,16.490788,3137.000000,0
perf,onemax_elite_hibr,hybrid,12,6,20000,87.167702,1437.118880,16.486828,3157.000000,0
perf,onemax_elite_hibr,hybrid,12,7,20000,87.815108,1317.055771,14.998055,3131.000000,0
perf,onemax_elite_hibr,hybrid,12,8,20000,85.517428,1451.187447,16.969494,3148.000000,0
perf,onemax_elite_hibr,hybrid,12,9,20000,88.136905,1363.427052,15.469423,3130.000000,0
perf,onemax_elite_hibr,hybrid,12,10,20000,87.031284,1305.796523,15.003760,3155.000000,0
perf,onemax_elite_hibr,hybrid,12,11,20000,85.236725,1425.980846,16.729653,3131.000000,0
perf,onemax_elite_hibr,hybrid,12,12,20000,87.189641,1322.854402,15.172151,3140.000000,0
perf,onemax_elite_hibr,hybrid,12,13,20000,85.155281,1276.883877,14.994770,3107.000000,0
perf,onemax_elite_hibr,hybrid,12,14,20000,85.305024,1463.969214,17.161583,3163.000000,0
perf,onemax_elite_hibr,hybrid,12,15,20000,86.269463,1295.853738,15.021002,3157.000000,0
perf,onemax_elite_hibr,hybrid,12,16,20000,88.578380,1328.232073,14.994992,3150.000000,0
perf,onemax_elite_hibr,hybrid,12,17,20000,85.294341,1396.689967,16.374943,3158.000000,0
perf,onemax_elite_hibr,hybrid,12,18,20000,85.759668,1318.511823,15.374498,3155.000000,0
perf,onemax_elite_hibr,hybrid,12,19,20000,87.651095,1314.275811,14.994403,3149.000000,0
perf,onemax_elite_hibr,hybrid,12,20,20000,86.071625,1419.446928,16.491462,3167.000000,0
perf,onemax_elite_hibr,hybrid,12,21,20000,87.016386,1316.269519,15.126686,3146.000000,0
perf,onemax_elite_hibr,hybrid,12,22,20000,88.239993,1329.932509,15.071766,3134.000000,0
perf,onemax_elite_hibr,hybrid,12,23,20000,87.274798,1510.280680,17.304889,3137.000000,0
perf,onemax_elite_hibr,hybrid,12,24,20000,87.739323,1317.046189,15.010900,3168.000000,0
perf,onemax_elite_hibr,hybrid,12,25,20000,86.877406,1311.389343,15.094711,3150.000000,0
perf,onemax_elite_hibr,hybrid,16,1,20000,1.633564,26.910331,16.473389,3172.000000,0
perf,onemax_elite_hibr,hybrid,16,2,20000,1.105556,21.778265,19.698932,3145.000000,0
perf,onemax_elite_hibr,hybrid,16,3,20000,1.094786,21.750433,19.867295,3135.000000,0
perf,onemax_elite_hibr,hybrid,16,4,20000,1.281687,25.206356,19.666538,3164.000000,0
perf,onemax_elite_hibr,hybrid,16,5,20000,1.106360,22.258549,20.118718,3140.000000,0
perf,onemax_elite_hibr,hybrid,16,6,20000,1.275168,25.038876,19.635744,3149.000000,0
perf,onemax_elite_hibr,hybrid,16,7,20000,1.044078,20.180490,19.328526,3155.000000,0
perf,onemax_elite_hibr,hybrid,16,8,20000,1.128351,21.325935,18.900096,3153.000000,0
perf,onemax_elite_hibr,hybrid,16,9,20000,1.113412,20.915047,18.784651,3150.000000,0
perf,onemax_elite_hibr,hybrid,16,10,20000,1.070757,20.371163,19.025009,3143.000000,0
perf,onemax_elite_hibr,hybrid,16,11,20000,2.096669,39.319785,18.753450,3165.000000,0
perf,onemax_elite_hibr,hybrid,16,12,20000,1.332564,25.265865,18.960334,3159.000000,0
perf,onemax_elite_hibr,hybrid,16,13,20000,1.132751,22.179630,19.580329,3149.000000,0
perf,onemax_elite_hibr,hybrid,16,14,20000,1.132238,22.610721,19.969943,3155.000000,0
perf,onemax_elite_hibr,hybrid,16,15,20000,1.088786,21.383368,19.639650,3164.000000,0
perf,onemax_elite_hibr,hybrid,16,16,20000,1.174185,22.866458,19.474328,3147.000000,0
perf,onemax_elite_hibr,hybrid,16,17,20000,1.907082,37.960719,19.905136,3179.000000,0
perf,onemax_elite_hibr,hybrid,16,18,20000,2.065810,41.281083,19.983005,3145.000000,0
perf,onemax_elite_hibr,hybrid,16,19,20000,1.881658,36.720853,19.515162,3142.000000,0
perf,onemax_elite_hibr,hybrid,16,20,20000,1.540759,30.104171,19.538533,3151.000000,0
perf,onemax_elite_hibr,hybrid,16,21,20000,1.922143,36.605314,19.044010,3163.000000,0
perf,onemax_elite_hibr,hybrid,16,22,20000,1.998448,37.835780,18.932581,3139.000000,0
perf,onemax_elite_hibr,hybrid,16,23,20000,1.679336,31.536296,18.779030,3144.000000,0
perf,onemax_elite_hibr,hybrid,16,24,20000,1.121781,20.967720,18.691452,3156.000000,0
perf,onemax_elite_hibr,hybrid,16,25,20000,1.417550,27.670950,19.520258,3144.000000,0
perf,onemax_elite_hibr,hybrid,24,1,20000,1.250946,24.047058,19.223098,3162.000000,0
perf,onemax_elite_hibr,hybrid,24,2,20000,1.341515,25.942621,19.338297,3135.000000,0
perf,onemax_elite_hibr,hybrid,24,3,20000,1.164677,23.236025,19.950625,3161.000000,0
perf,onemax_elite_hibr,hybrid,24,4,20000,1.286526,24.019775,18.670265,3147.000000,0
perf,onemax_elite_hibr,hybrid,24,5,20000,1.181295,22.980959,19.454040,3161.000000,0
perf,onemax_elite_hibr,hybrid,24,6,20000,1.134135,22.809940,20.112190,3136.000000,0
perf,onemax_elite_hibr,hybrid,24,7,20000,1.528126,30.112960,19.705807,3159.000000,0
perf,onemax_elite_hibr,hybrid,24,8,20000,1.961337,27.105155,13.819737,3176.000000,0
perf,onemax_elite_hibr,hybrid,24,9,20000,1.295624,25.309628,19.534708,3151.000000,0
perf,onemax_elite_hibr,hybrid,24,10,20000,1.185978,23.633728,19.927622,3173.000000,0
perf,onemax_elite_hibr,hybrid,24,11,20000,1.178122,23.095522,19.603684,3172.000000,0
perf,onemax_elite_hibr,hybrid,24,12,20000,1.160453,22.851504,19.691880,3175.000000,0
perf,onemax_elite_hibr,hybrid,24,13,20000,1.172453,22.777590,19.427287,3145.000000,0
perf,onemax_elite_hibr,hybrid,24,14,20000,1.187366,23.254396,19.584866,3163.000000,0
perf,onemax_elite_hibr,hybrid,24,15,20000,1.197069,23.838073,19.913693,3123.000000,0
perf,onemax_elite_hibr,hybrid,24,16,20000,1.192631,23.673706,19.849992,3154.000000,0
perf,onemax_elite_hibr,hybrid,24,17,20000,1.188195,23.048831,19.398187,3166.000000,0
perf,onemax_elite_hibr,hybrid,24,18,20000,1.178336,22.866580,19.405826,3147.000000,0
perf,onemax_elite_hibr,hybrid,24,19,20000,1.481374,28.372364,19.152740,3138.000000,0
perf,onemax_elite_hibr,hybrid,24,20,20000,1.892248,35.186556,18.595112,3141.000000,0
perf,onemax_elite_hibr,hybrid,24,21,20000,2.078998,35.381501,17.018535,3155.000000,0
perf,onemax_elite_hibr,hybrid,24,22,20000,2.087703,39.587851,18.962399,3125.000000,0
perf,onemax_elite_hibr,hybrid,24,23,20000,1.907599,36.262236,19.009358,3139.000000,0
perf,onemax_elite_hibr,hybrid,24,24,20000,1.410563,25.609859,18.155767,3171.000000,0
perf,onemax_elite_hibr,hybrid,24,25,20000,1.365635,24.684995,18.075838,3144.000000,0
perf,onemax_elite_hibr,hybrid,32,1,20000,1.290148,23.317140,18.073234,3143.000000,0
perf,onemax_elite_hibr,hybrid,32,2,20000,1.290268,22.138310,17.157917,3142.000000,0
perf,onemax_elite_hibr,hybrid,32,3,20000,1.319323,21.572455,16.351152,3143.000000,0
perf,onemax_elite_hibr,hybrid,32,4,20000,1.553902,24.443725,15.730547,3168.000000,0
perf,onemax_elite_hibr,hybrid,32,5,20000,2.243841,35.519258,15.829666,3174.000000,0
perf,onemax_elite_hibr,hybrid,32,6,20000,1.421365,24.107177,16.960579,3144.000000,0
perf,onemax_elite_hibr,hybrid,32,7,20000,1.348752,21.884466,16.225710,3150.000000,0
perf,onemax_elite_hibr,hybrid,32,8,20000,1.319365,21.150336,16.030700,3147.000000,0
perf,onemax_elite_hibr,hybrid,32,9,20000,1.325442,21.409735,16.152900,3156.000000,0
perf,onemax_elite_hibr,hybrid,32,10,20000,1.476585,24.268431,16.435516,3174.000000,0
perf,onemax_elite_hibr,hybrid,32,11,20000,1.325052,21.747259,16.412382,3158.000000,0
perf,onemax_elite_hibr,hybrid,32,12,20000,1.337074,21.648504,16.190958,3147.000000,0
perf,onemax_elite_hibr,hybrid,32,13,20000,1.326572,21.624761,16.301233,3173.000000,0
perf,onemax_elite_hibr,hybrid,32,14,20000,1.458710,23.033937,15.790623,3149.000000,0
perf,onemax_elite_hibr,hybrid,32,15,20000,1.346272,21.905400,16.271157,3168.000000,0
perf,onemax_elite_hibr,hybrid,32,16,20000,1.383553,22.322086,16.133888,3160.000000,0
perf,onemax_elite_hibr,hybrid,32,17,20000,1.370613,22.377567,16.326686,3137.000000,0
perf,onemax_elite_hibr,hybrid,32,18,20000,1.359628,22.251103,16.365581,3166.000000,0
perf,onemax_elite_hibr,hybrid,32,19,20000,1.390154,22.766666,16.377079,3132.000000,0
perf,onemax_elite_hibr,hybrid,32,20,20000,1.280733,21.114754,16.486459,3157.000000,0
perf,onemax_elite_hibr,hybrid,32,21,20000,1.373620,21.899480,15.942898,3154.000000,0
perf,onemax_elite_hibr,hybrid,32,22,20000,1.678560,27.011467,16.092044,3171.000000,0
perf,onemax_elite_hibr,hybrid,32,23,20000,1.546695,25.630732,16.571292,3170.000000,0
perf,onemax_elite_hibr,hybrid,32,24,20000,1.573283,25.095516,15.951046,3164.000000,0
perf,onemax_elite_hibr,hybrid,32,25,20000,1.360136,22.722720,16.706215,3172.000000,0
